time_ns,A,B,C,AB,AC,BC,ABC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.99999873689376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.99999747378752,0.2201219220347622,-3.469446951953614e-18,0.0,0.017455483421256846,0.03702636281689224,1.0408340855860843e-17,-0.01143527360794213
149.99999621068127,0.21864301456817387,3.1911768054448952e-09,1.2951182224579805e-07,0.01682047730822849,0.035556412938580355,-8.11579702747478e-10,-0.011083316141918768
199.99999494757503,0.19933678922420606,6.508760590218099e-08,1.0252001459071236e-05,-0.03956223215580371,-0.12475002867318133,7.50722794692904e-08,0.001872780648318896
249.99999368446882,0.20201988621933564,-7.167760356086017e-08,9.005775006967753e-06,-0.045084973992538524,-0.1495924849707053,1.636828385886968e-07,-0.003372364095089453
299.99999242136255,0.20198991139981262,7.200912253077507e-07,3.0411648214261067e-05,-0.04509493623748336,-0.06625540083359108,1.33307624175516e-08,0.07297924444105164
349.9999911582563,0.2274970468574397,1.1092436451240473e-06,5.2588272350946597e-05,-0.05635432200035755,-0.04113214570433522,2.615772476469158e-07,0.1716477725649567
399.99998989515007,0.249884619240699,8.902977658292732e-07,6.107623103600301e-05,-0.04983135996771905,-0.04570873466334198,6.04588708361109e-07,0.2280464491517557
449.9999886320438,0.2706428238657008,4.479900811427129e-08,6.198150481284692e-05,-0.002900846942056473,-0.056677679580486626,8.540588364580604e-07,0.27108521640999156
499.99998736893764,0.27584333965129215,-2.7477247950546957e-07,5.613822101761812e-05,0.06217995060828506,-0.06045845228666627,5.499762443655909e-07,0.27994448711640657
549.9999861058313,0.27588845447064375,-4.1050728229186095e-07,5.7746638239819514e-05,0.04706598543798553,-0.06048435227869429,7.069288371769344e-07,0.27990442153112327
599.9999848427251,0.2754102995691423,-5.592194428083452e-07,5.806374500344491e-05,0.040843701475956395,-0.06022950826275501,8.191838953008901e-07,0.2785399839387078
649.9999835796189,0.2993859516868728,1.214002185029317e-06,6.922424175509478e-05,0.08937428437338513,-0.07021267090774821,-3.3562729970237903e-07,0.34248861634357974
699.9999823165126,0.3506808054834437,1.6450385629390718e-06,0.00010791353988068297,0.09271691920779963,-0.07172386613986784,4.0463767964071806e-07,0.4943956256136364
749.9999810534064,0.3733329924189245,1.609416422646004e-06,0.00013774519142097097,0.0777770137682595,-0.034426707383671,1.5488312906236645e-06,0.6022474478344089
799.9999797903001,0.3718167029162811,1.2547825729430917e-06,0.0001504268546225901,0.07998771275517876,0.018749557114181067,2.3206022835287055e-07,0.6426924362545382
849.9999785271939,0.3689966250294483,6.601595151645157e-07,0.00015459051487651254,0.09311845869307185,0.0663022742272918,-2.1650786033999836e-06,0.648451064298324
899.9999772640876,0.3601878926105735,1.3416482344263958e-06,0.00015328484489468552,0.07937660223139109,0.03351165298340353,-5.169192137943757e-07,0.653921326477481
949.9999760009814,0.2515080854002347,7.615079109374312e-06,0.00014502429578953924,0.04154723249496238,-0.03413189768617918,3.839852526846266e-06,0.6764620337444741
999.9999747378753,0.1172668483410949,1.1267527928113252e-05,0.00012746052230791505,0.03359881464376306,-0.04239411878101848,8.081132928883239e-06,0.6808135917716772
1049.999973474769,0.1435436735011923,1.1855513420463981e-05,0.00013311977312085999,0.03352882980666777,-0.04168280345964154,7.4313142209292415e-06,0.6808679958007866
1099.9999722116627,0.13808862613443948,1.1411234436334294e-05,0.0001315335201072798,0.03297162221867282,-0.04379695934650707,7.45728243467525e-06,0.6812744298479223
1149.9999709485564,0.06976544359669304,-2.71563708992284e-06,0.0001164169958154937,-0.003865531051847143,-0.18041026398110027,1.186141474762703e-06,0.7008770289428471
1199.9999696854502,0.0690675669236855,-6.472918685190843e-06,0.0001260452923273203,-0.016575512674655304,-0.24285880594638332,-4.455670136765955e-06,0.7015665665364424
1249.999968422344,0.053434114486580336,-4.800931378279305e-07,1.3584448227202395e-05,0.0034799143768912133,0.005945007899631358,2.274861260968819e-05,0.7787840377627774
