scenario_id,scenario_label,citation_key,gate,equivalent_t2_star_us,tau_c_us,sigma_over_2pi_khz,local_fidelity,local_stderr,population_fidelity,population_stderr,fidelity_improvement,local_noise_loss,population_noise_loss
bargill_12c_cvd,Purified 12C CVD bath,bargill2012spectroscopy,ZZZ,8.570247712631838,10.0,29.999999999999996,0.9923203754445432,0.0012304223642769965,0.9932109392943063,0.0010481068265168333,0.0008905638497630486,0.003762071656549404,0.0035495101485656377
bargill_12c_cvd,Purified 12C CVD bath,bargill2012spectroscopy,XZZ,8.570247712631838,10.0,29.999999999999996,0.9929036619810714,0.0018288591150279598,0.9929206542506024,0.0018221457805333227,1.699226953100208e-05,0.006469206367865743,0.006414008318148756
hayashi_hpht_no8,Intermediate HPHT bath,hayashi2020noise,ZZZ,4.756315009607278,14.0,50.0,0.9854093568532818,0.0031854132657231173,0.9865192653356203,0.002895944653391057,0.0011099084823384953,0.010673090247810824,0.01024118410725161
hayashi_hpht_no8,Intermediate HPHT bath,hayashi2020noise,XZZ,4.756315009607278,14.0,50.0,0.9809075119093233,0.005109308906785228,0.9809596496527482,0.005085428184860681,5.213774342482935e-05,0.018465356439613778,0.018375012916002964
bauch_12c_2ppm,"Engineered 12C, 2 ppm N",bauch2020decoherence,ZZZ,4.8,2644.4930121194434,46.90566019530277,0.9845512871696911,0.003964785325169172,0.9860515377271353,0.0032114376282791164,0.0015002505574441827,0.011531159931401525,0.010708911715736624
bauch_12c_2ppm,"Engineered 12C, 2 ppm N",bauch2020decoherence,XZZ,4.8,2644.4930121194434,46.90566019530277,0.9807832495313589,0.005724111003602048,0.9808335157236705,0.005657894038497703,5.0266192311632096e-05,0.018589618817578257,0.01850114684508064
